,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,id,Venue Latitude,Venue Longitude,Venue Category
3017,Georgetown,47.5489326,-122.3300573,Marco Polo Pub,40b13b00f964a520baf61ee3,47.552049246738406,-122.32981324195862,Pub
3018,Georgetown,47.5489326,-122.3300573,Harried & Hungry Catering & Cafe,4ab1372cf964a5208d6820e3,47.54565239999999,-122.3276627,Salad Place
3019,Georgetown,47.5489326,-122.3300573,I Luv Teriyaki,4a01e9cdf964a5200c711fe3,47.545146211138544,-122.32951761295811,Japanese Restaurant
3020,Georgetown,47.5489326,-122.3300573,Alki Bakery Café,49e27e0bf964a5201b621fe3,47.551838509390286,-122.33408008025746,Coffee Shop
3021,Georgetown,47.5489326,-122.3300573,Pho Ha,4c006fbc9cf52d7fffd013e7,47.54461597218997,-122.3298999287385,Vietnamese Restaurant
3022,Georgetown,47.5489326,-122.3300573,U.S. Bank ATM,46390f13f964a52017461fe3,47.545035,-122.33012222,ATM
3023,Georgetown,47.5489326,-122.3300573,Enterprise Rent-A-Car,4da9d2dd93a04642f0706e77,47.544824,-122.329155,Rental Car Location
3024,Georgetown,47.5489326,-122.3300573,Subway,49f50483f964a520856b1fe3,47.552569878704,-122.32988045116707,Sandwich Place
3025,Georgetown,47.5489326,-122.3300573,Kittens Cabaret,52cf7399498e63b31055a0f1,47.55081100267848,-122.32913732528685,Strip Club
3026,Georgetown,47.5489326,-122.3300573,Starbucks,5bce5a897d8497002dddf62a,47.546040000000005,-122.325593,Coffee Shop
3027,Georgetown,47.5489326,-122.3300573,Mikou Teriyaki,49ed1fbdf964a520ca671fe3,47.54472064188858,-122.32995849141251,Japanese Restaurant
3028,Georgetown,47.5489326,-122.3300573,Les Schwab Tire Center,4b21577cf964a5205c3a24e3,47.54758,-122.32967,Automotive Shop
3029,Georgetown,47.5489326,-122.3300573,Shell,4b4e54e0f964a520b5e926e3,47.54656421,-122.32578948,Gas Station
3030,Georgetown,47.5489326,-122.3300573,Espresso by Design,49de745ef964a52054601fe3,47.55091972542715,-122.32792982101792,Coffee Shop
3031,Georgetown,47.5489326,-122.3300573,Pacific Lamp & Supply Co,4e1b7009b61cda006c7f659c,47.549563,-122.33023,Other Repair Shop
3032,Georgetown,47.5489326,-122.3300573,Lucky Chinese Restaurant,4f627e66e4b09612cdd89627,47.550805,-122.329948,Chinese Restaurant
3033,Georgetown,47.5489326,-122.3300573,Lucky Chinese Restaurant,4b511d75f964a5203a4327e3,47.55083665093586,-122.32990519074332,Chinese Restaurant
3034,Georgetown,47.5489326,-122.3300573,Thai Delight,49df92eaf964a520e5601fe3,47.547692,-122.32643700000001,Seafood Restaurant
3035,Georgetown,47.5489326,-122.3300573,Ingallina's Box Lunch,4eaec47402d5cf33faf8027e,47.547156,-122.333671,Sandwich Place
3036,Georgetown,47.5489326,-122.3300573,Muy Macho Taco Truck,517ef62ae0e22013bedba8c0,47.54575845109288,-122.32982607683955,Food Truck
3037,Georgetown,47.5489326,-122.3300573,CalPortland,4d278028c406721ee16868b6,47.548302,-122.33482099999999,Construction & Landscaping
3038,Georgetown,47.5489326,-122.3300573,Off The Rez,50a54a29e4b0c015fa1edf54,47.551545537457415,-122.32699758635825,Food Truck
3039,Georgetown,47.5489326,-122.3300573,Tiger Lounge,4a3439aef964a520ec9b1fe3,47.55219938109182,-122.32889203501013,Lounge
3040,Georgetown,47.5489326,-122.3300573,OpenSquare,4e162cb152b1091958e398f0,47.55239459805013,-122.32756625731659,Furniture / Home Store
3041,Georgetown,47.5489326,-122.3300573,Little Deli Mart,4ef5223b02d574895087b539,47.552056506752706,-122.33403983434816,Deli / Bodega
3042,Georgetown,47.5489326,-122.3300573,Conscious Eatery,58642f279398ab083004d921,47.552248,-122.32633600000001,Sandwich Place
3043,Georgetown,47.5489326,-122.3300573,Wok's Teriyaki,4b4cda17f964a520b8c126e3,47.54574344190168,-122.32591114817413,Asian Restaurant
3044,Georgetown,47.5489326,-122.3300573,The Essential Baking Co.,4dac7bd35da3ba8a47b76f2f,47.55216346152339,-122.33439845396268,Café
3045,South Park,47.5264675,-122.3229131,Burdick Brewery,523b4e0d11d2ea39626220dc,47.530318,-122.32326100000002,Brewery
3046,South Park,47.5264675,-122.3229131,Seattle Public Library - South Park,4aaca0fef964a5205c5e20e3,47.526264000000005,-122.322593,Library
3047,South Park,47.5264675,-122.3229131,Georgetown Duwamish River Park,4da9db1d1e72c1ab9be664e2,47.530632098283405,-122.32291842176593,Park
3048,West Seattle,47.5709315,-122.3865166,Olympia Coffee,5a7358be6336be691ea6405b,47.569383752797684,-122.38668232353346,Coffee Shop
3049,West Seattle,47.5709315,-122.3865166,Meeples Games,52f57c74498e3c8f2fbd33a3,47.57049552649381,-122.3870395300307,Gaming Cafe
3050,West Seattle,47.5709315,-122.3865166,Prost - West Seattle,4a12465af964a52087771fe3,47.57349356885619,-122.38695929454755,Pub
3051,West Seattle,47.5709315,-122.3865166,West Seattle Runner,4bb90a42314e9521c712499d,47.570362547475675,-122.38709026643363,Sporting Goods Shop
3052,West Seattle,47.5709315,-122.3865166,7-Eleven,4c1557a17f7f2d7f7c5be268,47.5700053,-122.3869691,Convenience Store
3053,West Seattle,47.5709315,-122.3865166,WestCity Kitchen,51f5c39a498e0655f30ff297,47.57359610843145,-122.38700226468173,American Restaurant
3054,West Seattle,47.5709315,-122.3865166,Spiro's Pizza & Pasta - West Seattle,484acab3f964a5207d501fe3,47.57374402715254,-122.38695781300528,Pizza Place
3055,West Seattle,47.5709315,-122.3865166,Domino's Pizza,5a443c95f870fd694c60389a,47.574815781313305,-122.38641280147431,Pizza Place
3056,West Seattle,47.5709315,-122.3865166,"Be. Pilates, West Seattle",4e62c4a1b3ad629a3a7b8a7e,47.570970990343525,-122.38680447635733,Pilates Studio
3057,West Seattle,47.5709315,-122.3865166,equilibrium fitness,5320e8f8498eb16e4f9952e9,47.573665618896484,-122.38639831542969,Gym
3058,West Seattle,47.5709315,-122.3865166,little knits,4b40ed3df964a52097bd25e3,47.5749,-122.38703500000001,Arts & Crafts Store
3059,West Seattle,47.5709315,-122.3865166,Oh’s Sandwiches,5b493038b1ec13002ffb9727,47.575025,-122.38703799999999,Sandwich Place
3060,West Seattle,47.5709315,-122.3865166,Dakota Place Park,4db42220f7b121c29f452a22,47.56684112548828,-122.38716888427734,Park
3061,West Seattle,47.5709315,-122.3865166,barre3,59a444895c68387308b8c30d,47.57508928195679,-122.38676335086689,Gym / Fitness Center
3062,West Seattle,47.5709315,-122.3865166,Small Clothes,4d66e2daf23f3704fadac033,47.575182,-122.387023,Kids Store
3063,Alki Point,47.5762895,-122.4207968,Constellation Park,4bb3f01d9af3b71300cb8b28,47.57376642780386,-122.41594910739812,Beach
3064,Alki Point,47.5762895,-122.4207968,Alki Lighthouse,4b11be75f964a520a58323e3,47.57504020240368,-122.4188990787443,Lighthouse
3065,Alki Point,47.5762895,-122.4207968,Bar-S Playgrounds,4bae2ef9f964a520fc8e3be3,47.575440043718764,-122.41569757461548,Baseball Field
3066,Alki Point,47.5762895,-122.4207968,Bar-S Little League Field,4dab25696e81162ae7e64ed4,47.57500430093023,-122.41581503527983,Baseball Stadium
3067,Alki Point,47.5762895,-122.4207968,Rocky Beach,4ed67ca893ad293dfc7b8d52,47.573792857026106,-122.41679178193687,Beach
3068,North Admiral ,47.5811953,-122.3865457,Caffe Fiore,4ebb0ed68b81c444e8f61b59,47.58368888260443,-122.38637259654449,Coffee Shop
3069,North Admiral ,47.5811953,-122.3865457,Menchie's,4ecabc287ee537da825099b7,47.58053881177374,-122.38629514208347,Frozen Yogurt Shop
3070,North Admiral ,47.5811953,-122.3865457,Circa Grill and Ale House,40b13b00f964a5204ff61ee3,47.581030301082826,-122.38662124034882,American Restaurant
3071,North Admiral ,47.5811953,-122.3865457,Mission Latin Restaurant & Lounge,4a46b243f964a52051a91fe3,47.582246,-122.386889,Mexican Restaurant
3072,North Admiral ,47.5811953,-122.3865457,Freshy's Coffee,49c56afbf964a520ff561fe3,47.5782012454133,-122.38666575482405,Coffee Shop
3073,North Admiral ,47.5811953,-122.3865457,Admiral Bird,52f2c4dd11d24f379136400f,47.58107786746645,-122.3863837461017,Coffee Shop
3074,North Admiral ,47.5811953,-122.3865457,Fit Bar Superfood Cafe,564798c5498e4c6c519f249b,47.58350905785264,-122.38630181051843,Juice Bar
3075,North Admiral ,47.5811953,-122.3865457,Mud Bay,4ad238dcf964a5202ee020e3,47.58085534848873,-122.38672541266612,Pet Store
3076,North Admiral ,47.5811953,-122.3865457,Anytime Fitness,4a9605f2f964a520d62520e3,47.58329,-122.38606,Gym / Fitness Center
3077,North Admiral ,47.5811953,-122.3865457,Admiral Theater,4a2c2e65f964a5202c971fe3,47.58187985079044,-122.3868748887415,Theater
3078,North Admiral ,47.5811953,-122.3865457,Mioposto,55dbe0df498eda283ad0effc,47.5841465272585,-122.38654543666675,Italian Restaurant
3079,North Admiral ,47.5811953,-122.3865457,Pizzeria 22,4e093deb62e100e5817b0c27,47.58292544551049,-122.38589819681312,Pizza Place
3080,North Admiral ,47.5811953,-122.3865457,The Nook,58a7ec3ba370b94d5ac34024,47.58373231055165,-122.3862693473375,Cocktail Bar
3081,North Admiral ,47.5811953,-122.3865457,Arthur's,58e938439c95484a51e805d5,47.582579176696576,-122.38663414232259,Australian Restaurant
3082,North Admiral ,47.5811953,-122.3865457,Vidiot,52aa6e9a11d21af27ed022fd,47.58148800684525,-122.38574767670175,Bar
3083,North Admiral ,47.5811953,-122.3865457,Mind Unwind,4f63fc70e4b06cb9fad46ca8,47.58377095167126,-122.38633155649565,Art Gallery
3084,North Admiral ,47.5811953,-122.3865457,Shanti Salon and Spa,4beb4b97f90e9c74c484e3ed,47.584146000000004,-122.386123,Spa
3085,North Admiral ,47.5811953,-122.3865457,PCC Community Markets - West Seattle,5d94c844df0a6d00082dbae7,47.577043,-122.386814,Grocery Store
3086,North Admiral ,47.5811953,-122.3865457,Hiawatha Playfield,4be064a34f15c928eb17cb0b,47.5777168565091,-122.38390271105862,Field
3087,North Admiral ,47.5811953,-122.3865457,Alki Mail and Dispatch,4af72ca4f964a520c80622e3,47.580933359623835,-122.39204425742335,Post Office
3088,North Admiral ,47.5811953,-122.3865457,Mawadda Cafe,4eac674b61af01ea2b35bf10,47.58136694701016,-122.38649906197865,Middle Eastern Restaurant
3089,North Admiral ,47.5811953,-122.3865457,Copper Coin,507ca106e4b09a4c6260826f,47.58212218149129,-122.38660194789023,Pub
3090,North Admiral ,47.5811953,-122.3865457,Baskin-Robbins,4a9437e7f964a520c92020e3,47.580987,-122.38446,Ice Cream Shop
3091,North Admiral ,47.5811953,-122.3865457,New Leaf Bistro,56525edc38fa70a7bc3ee527,47.58165473177308,-122.38639269223087,Vietnamese Restaurant
3092,North Admiral ,47.5811953,-122.3865457,Great Clips,526a97a7498e522cf8e5dc67,47.580675479951694,-122.38626167178154,Salon / Barbershop
3093,North Admiral ,47.5811953,-122.3865457,Pailin Thai,49c00fbdf964a52041551fe3,47.5832986031574,-122.38656476872994,Thai Restaurant
3094,North Admiral ,47.5811953,-122.3865457,Chase Bank,4dfa6e7fb61c7e9df14f4072,47.580806,-122.386246,Bank
3095,North Admiral ,47.5811953,-122.3865457,Redbox,4e31c4302fb6ede816e38d05,47.581465,-122.38741499999999,Video Store
3096,North Admiral ,47.5811953,-122.3865457,Metropolitan Market West Seattle (Admiral),5c5b27b59deb7d002c680864,47.58201235,-122.38479928,Market
3097,North Admiral ,47.5811953,-122.3865457,The Cask,4c300c477cc0c9b6e5e0ec9a,47.58147147189053,-122.38633319759509,Wine Bar
3098,North Admiral ,47.5811953,-122.3865457,7-Eleven,4b857cc9f964a520146131e3,47.5814652281549,-122.387416362762,Convenience Store
3099,North Admiral ,47.5811953,-122.3865457,Safeway,4e46ba39227128e1e8cefa4d,47.57998394678411,-122.38636578902435,Grocery Store
3100,North Admiral ,47.5811953,-122.3865457,Yen Wor Village Restaurant,4a57ab22f964a52092b61fe3,47.58279695415669,-122.38636143998444,Chinese Restaurant
3101,North Admiral ,47.5811953,-122.3865457,Starbucks,49d2a605f964a520c75b1fe3,47.579843,-122.385934,Coffee Shop
3102,North Admiral ,47.5811953,-122.3865457,Shell,4b130eb8f964a520799323e3,47.58142,-122.384275,Gas Station
3103,North Admiral ,47.5811953,-122.3865457,Admiral Pub,4579be14f964a520e03e1fe3,47.58270022315835,-122.38630421109264,Pub
3104,North Admiral ,47.5811953,-122.3865457,Bartell Drugs,4a6808dbf964a52053ca1fe3,47.58200157592333,-122.3854467172523,Pharmacy
3105,North Admiral ,47.5811953,-122.3865457,sopranos antico,588697a20162175d45595890,47.58167872046887,-122.38621473312377,Pizza Place
3106,North Admiral ,47.5811953,-122.3865457,Irashai,57548572498e1ca649b7f6e1,47.581547,-122.386227,Sushi Restaurant
3107,North Admiral ,47.5811953,-122.3865457,Muttley Crew Cuts,4bbe864d30c99c74c6fb5311,47.58149961975882,-122.38519631874277,Pet Store
3108,North Admiral ,47.5811953,-122.3865457,Gyro Heroes,5bfcb106a2c00b002c9181ab,47.581038,-122.384449,Falafel Restaurant
3109,North Admiral ,47.5811953,-122.3865457,West Seattle Fabric,4dc199e0d16455f8322cfec7,47.58360750337871,-122.3863987261867,Arts & Crafts Store
3110,North Admiral ,47.5811953,-122.3865457,West Seattle Grounds,5bb13031cb3fd2002c5bfd62,47.584114,-122.38666,Coffee Shop
3111,Junction ,47.6038321,-122.3300624,Biscuit B*tch,5762cc9ccd1085a720b1433e,47.603237,-122.33201,Breakfast Spot
3112,Junction ,47.6038321,-122.3300624,Columbia Tower Club,451c049bf964a520803a1fe3,47.60450651693834,-122.33048379421234,Social Club
3113,Junction ,47.6038321,-122.3300624,Juicy Cafe,5278125a498eb400461d0557,47.60432935466306,-122.33095816698338,Café
3114,Junction ,47.6038321,-122.3300624,Smith Tower Observation Bar,5ab5e04ce679bc6844b3448d,47.602012114767625,-122.33179258432052,Cocktail Bar
3115,Junction ,47.6038321,-122.3300624,Tat's Delicatessen,455c500ef964a5206e3d1fe3,47.601901016106545,-122.3324232258795,Sandwich Place
3116,Junction ,47.6038321,-122.3300624,Hole in the Wall Barbecue,40b3de00f964a52035001fe3,47.60252461593436,-122.33200931101842,BBQ Joint
3117,Junction ,47.6038321,-122.3300624,Smith Tower,4a02b07bf964a52069711fe3,47.601914,-122.331831,Building
3118,Junction ,47.6038321,-122.3300624,Red Bowls,4ab7e782f964a5206b7b20e3,47.604654474206626,-122.3332111438203,Noodle House
3119,Junction ,47.6038321,-122.3300624,Manu's Bodega,52b35338498e9a96fb30718a,47.601624579555704,-122.32965340885106,Caribbean Restaurant
3120,Junction ,47.6038321,-122.3300624,Top Pot Doughnuts,50173e11e4b0e3bcfbf73e1a,47.60402274781788,-122.33249924364945,Donut Shop
3121,Junction ,47.6038321,-122.3300624,Metropolitan Grill,47b5b90bf964a520ae4d1fe3,47.60461710688105,-122.33427985479376,Steakhouse
3122,Junction ,47.6038321,-122.3300624,The Bar Shoppe,551366a2498e757161a41151,47.601737052225594,-122.33312973915179,Cocktail Bar
3123,Junction ,47.6038321,-122.3300624,Polar Bar,49c930bcf964a5203d581fe3,47.60378341148009,-122.33151851795729,Hotel Bar
3124,Junction ,47.6038321,-122.3300624,DoubleTree by Hilton,4bc3f9752a89ef3bbbd1f588,47.6037346,-122.332065,Hotel
3125,Junction ,47.6038321,-122.3300624,Columbia Center Observation Deck (Sky View Observatory),4ad50283f964a5203f0121e3,47.60459497412494,-122.33081640007372,Scenic Lookout
3126,Junction ,47.6038321,-122.3300624,Elm Coffee Roasters,545803de498e7e758ac5605e,47.600152370806754,-122.33094380272051,Coffee Shop
3127,Junction ,47.6038321,-122.3300624,Monorail Espresso,551d67c6498e26378b78ecf2,47.60465107527269,-122.33109422172404,Coffee Shop
3128,Junction ,47.6038321,-122.3300624,Flatstick Pub,56b101bb498e4905510a5798,47.6001432,-122.3310024,Mini Golf
3129,Junction ,47.6038321,-122.3300624,Cherry Street Coffee House,49d3e558f964a520225c1fe3,47.6027673689831,-122.33415096584942,Coffee Shop
3130,Junction ,47.6038321,-122.3300624,Courtyard by Marriott Seattle Downtown/Pioneer Square,4c16dbee6470a593678e57d2,47.6028917,-122.3327686,Hotel
3131,Junction ,47.6038321,-122.3300624,Cherry Street Public House,58ab437613af1c6117f3cba6,47.600450463452574,-122.33290772884978,Coffee Shop
3132,Junction ,47.6038321,-122.3300624,Amazon Go,5b4d12ccb1ec13002f690159,47.605985444645924,-122.33139945825612,Convenience Store
3133,Junction ,47.6038321,-122.3300624,Good Bar,546d5049498e6c78df746146,47.60011606018805,-122.3315971380008,Cocktail Bar
3134,Junction ,47.6038321,-122.3300624,Caffe Vita,4b5dff20f964a520337829e3,47.600918833557884,-122.3293074433445,Café
3135,Junction ,47.6038321,-122.3300624,Delicatus,4b82dfb9f964a52042ea30e3,47.60157874689764,-122.33425268668033,Deli / Bodega
3136,Junction ,47.6038321,-122.3300624,Flame Catering Cafe,4b425c8ff964a52065d225e3,47.60221243024488,-122.3308195212156,Café
3137,Junction ,47.6038321,-122.3300624,Smith Tower Observation Deck,4f4a9c22e4b0b1e352177bc2,47.60187700905275,-122.33186550011222,Scenic Lookout
3138,Junction ,47.6038321,-122.3300624,Damn the Weather,534d8b3c498e9cf5c6823cd8,47.601004162802,-122.334119031303,Cocktail Bar
3139,Junction ,47.6038321,-122.3300624,Cocoa Banana,4bd0b354a8b3a593596e645f,47.602905939952834,-122.33372838696017,Salad Place
3140,Junction ,47.6038321,-122.3300624,Beneath The Streets Tour,51b501c6498e537d9db4e815,47.602834626827956,-122.33430976295085,Historic Site
3141,Junction ,47.6038321,-122.3300624,Tsukushinbo,4a3be500f964a520e2a01fe3,47.59996315315612,-122.32687778842212,Japanese Restaurant
3142,Junction ,47.6038321,-122.3300624,Kimpton Hotel Monaco Seattle,457945ebf964a520cc3e1fe3,47.606932,-122.3341,Hotel
3143,Junction ,47.6038321,-122.3300624,"Loews Hotel 1000, Seattle",455864a4f964a520403d1fe3,47.60516393,-122.33612951,Hotel
3144,Junction ,47.6038321,-122.3300624,Slate Coffee,55fc6351498e081c6ae9a9c1,47.60226958101576,-122.33254930945151,Coffee Shop
3145,Junction ,47.6038321,-122.3300624,The Underground,5708aba9498e4c3d466d6602,47.60089818452381,-122.33303150814028,Nightclub
3146,Junction ,47.6038321,-122.3300624,Storyville Coffee Company,52d456c811d24128cdd7bc8b,47.60475923205166,-122.33636210125788,Coffee Shop
3147,Junction ,47.6038321,-122.3300624,Bon Voyage Vintage,5078e8c5e4b0e1f137cc711c,47.60091837638921,-122.33370535532684,Thrift / Vintage Store
3148,Junction ,47.6038321,-122.3300624,Sushi Kanpai,49c80ebdf964a520e9571fe3,47.60744771413414,-122.32804463671569,Sushi Restaurant
3149,Junction ,47.6038321,-122.3300624,FriendShop,552d2022498eb08b2bf61404,47.6069190266041,-122.33281701199748,Gift Shop
3150,Junction ,47.6038321,-122.3300624,Pioneer Pet Feed & Supply,4f8f5124003960ba6c1c389b,47.60088373457282,-122.33488107891347,Pet Store
3151,Junction ,47.6038321,-122.3300624,Waterfall Garden Park,49f8c3daf964a5201e6d1fe3,47.6001720804735,-122.33206127298888,Park
3152,Junction ,47.6038321,-122.3300624,The London Plane,536d319f498e4c7368d1c831,47.60004034945503,-122.3328034077415,Café
3153,Junction ,47.6038321,-122.3300624,Bill Speidel's Underground Tour,4a88a98df964a520500720e3,47.602151427134864,-122.3339799842262,Tour Provider
3154,Junction ,47.6038321,-122.3300624,Casco Antiguo,54b81b49498e6fff726e8027,47.60116537635897,-122.33301339810762,Mexican Restaurant
3155,Junction ,47.6038321,-122.3300624,Altstadt,52818f6511d2686bf631590b,47.60048,-122.334399,German Restaurant
3156,Junction ,47.6038321,-122.3300624,Merchants Cafe & Saloon,4390fb4ef964a520562b1fe3,47.60180881730884,-122.3334346554722,Burger Joint
3157,Junction ,47.6038321,-122.3300624,Renaissance Seattle Hotel,49e39fa6f964a520a2621fe3,47.606725,-122.3308824,Hotel
3158,Junction ,47.6038321,-122.3300624,Sprout Salads,54447184498e173d8891fd45,47.60201835603598,-122.33233112176576,Salad Place
3159,Junction ,47.6038321,-122.3300624,Cafe Nordo,518474ea498e622f11c0c65b,47.600064713932795,-122.33362390719242,Indie Theater
3160,Junction ,47.6038321,-122.3300624,Lobby Court Lounge,4c1c23f863750f475c25b667,47.60690801277411,-122.33066294020566,Hotel Bar
3161,Junction ,47.6038321,-122.3300624,Renaissance Fitness Center,519f5b55498e0e64c803719d,47.606804456437786,-122.33071665438734,Gym
3162,Junction ,47.6038321,-122.3300624,Sake Nomi,48021774f964a520f04e1fe3,47.60094175720991,-122.33513542277242,Sake Bar
3163,Junction ,47.6038321,-122.3300624,Pioneer Square,4a02aa29f964a52060711fe3,47.601976647403845,-122.33389589387261,Park
3164,Junction ,47.6038321,-122.3300624,Cafe Hitchcock,58e3d53f5d6ec64fd903f58a,47.603923353088625,-122.33515922714106,Café
3165,Junction ,47.6038321,-122.3300624,Top Pot Doughnuts,531e15a2498ef3f6278215b5,47.60325,-122.33623,Donut Shop
3166,Junction ,47.6038321,-122.3300624,Great State Burger,5a21ade8a6031c4b2e1b3fd1,47.60638602755529,-122.33482505603139,Burger Joint
3167,Junction ,47.6038321,-122.3300624,Julie's Garden,49dfaea9f964a520fb601fe3,47.60181329521781,-122.33503636712572,Chinese Restaurant
3168,Junction ,47.6038321,-122.3300624,Diva Espresso,4b072149f964a520daf722e3,47.60284128126561,-122.32846976859759,Coffee Shop
3169,Junction ,47.6038321,-122.3300624,W Seattle,542f165f498e08f48d5d8ce8,47.6074737,-122.3336815,Hotel
3170,Junction ,47.6038321,-122.3300624,Pizza Pro,4aa054d9f964a520263f20e3,47.60142181530575,-122.33276379722038,Pizza Place
3171,Junction ,47.6038321,-122.3300624,Poke Alice,58211aae56e6050a613f2f1b,47.60583556360035,-122.3356464386223,Poke Place
3172,Junction ,47.6038321,-122.3300624,Ferry Noodle House,4aa18d6cf964a520f74020e3,47.603855123880884,-122.335833329836,Thai Restaurant
3173,Junction ,47.6038321,-122.3300624,Magic Mouse Toys,4ac4fb51f964a520cc9f20e3,47.601888,-122.3345045,Toy / Game Store
3174,Junction ,47.6038321,-122.3300624,Tulio Ristorante,4b5f379ef964a520f4ad29e3,47.60745965552962,-122.33241029083729,Italian Restaurant
3175,Junction ,47.6038321,-122.3300624,I Heart Sushi,597136df0802d42bc821c282,47.601556,-122.33316200000002,Sushi Restaurant
3176,Junction ,47.6038321,-122.3300624,Occidental Square,4a02abc3f964a52063711fe3,47.60107551122758,-122.33378655295799,Plaza
3177,Junction ,47.6038321,-122.3300624,Collins Pub,428bd700f964a5209e231fe3,47.60208136178868,-122.3324258202165,Pub
3178,Junction ,47.6038321,-122.3300624,The Belfry,4f790463e4b0764825dabf30,47.599696135450195,-122.33013589313201,Antique Shop
3179,Junction ,47.6038321,-122.3300624,The Halal Guys,58c3597dac32913687692430,47.60182431485794,-122.33358371062512,North Indian Restaurant
3180,Junction ,47.6038321,-122.3300624,Cafe Paloma,4864fa97f964a520e7501fe3,47.60178689188542,-122.33453590919352,Mediterranean Restaurant
3181,Junction ,47.6038321,-122.3300624,Pioneer Square D&E,5c15c74f968f310036af9773,47.599468,-122.331497,New American Restaurant
3182,Junction ,47.6038321,-122.3300624,The Central Saloon,49c04ce2f964a5205e551fe3,47.600604056033774,-122.33426442258528,Dive Bar
3183,Junction ,47.6038321,-122.3300624,Rudy's Barbershop,57671780498e86f4adaac248,47.601333190859506,-122.33425357843745,Salon / Barbershop
3184,Junction ,47.6038321,-122.3300624,All Water Seafood & Oyster Bar,59d5743672475048ded7193e,47.60518446,-122.3361544,Seafood Restaurant
3185,Junction ,47.6038321,-122.3300624,McCoy's Firehouse Bar & Grill,425db280f964a52001211fe3,47.600806234833,-122.33180211093473,Sports Bar
3186,Junction ,47.6038321,-122.3300624,Potbelly Sandwich Shop,4e2eedab18a8ea95b0a07ed0,47.60655299115355,-122.33515067964743,Sandwich Place
3187,Junction ,47.6038321,-122.3300624,Kimpton Hotel Vintage Seattle,4a4b973af964a52078ac1fe3,47.607657,-122.332345,Hotel
3188,Junction ,47.6038321,-122.3300624,Fuji Sushi,42893400f964a52046231fe3,47.59997889966002,-122.32677392215834,Japanese Restaurant
3189,Junction ,47.6038321,-122.3300624,Pioneer Square Art Walk,4c5b57c29b28d13ab7045470,47.60054486213821,-122.33295954166135,Art Gallery
3190,Junction ,47.6038321,-122.3300624,Nirmal's,55556e4f498e4d422e9e10d4,47.60147941695482,-122.332761631796,Indian Restaurant
3191,Junction ,47.6038321,-122.3300624,Salt Room Yoga,51317592e4b0680a7c0a69ad,47.600140586834975,-122.33365832088505,Yoga Studio
3192,Junction ,47.6038321,-122.3300624,Starbucks,456c6839f964a520083e1fe3,47.601597,-122.334,Coffee Shop
3193,Junction ,47.6038321,-122.3300624,Mod Pizza,5ce312e501bc5a002c73c341,47.600483000000004,-122.33251000000001,Pizza Place
3194,Junction ,47.6038321,-122.3300624,Fireworks,4b4f8cc6f964a5200d0b27e3,47.6004232973187,-122.33414267711825,Arts & Crafts Store
3195,Junction ,47.6038321,-122.3300624,Dead Line,595dc9d41b0ea52c2ba7c418,47.601102244785636,-122.33399875253005,Cocktail Bar
3196,Junction ,47.6038321,-122.3300624,Japantown,4e86710f29c29b97d44e5c9c,47.60107970972139,-122.33386768961326,Japanese Restaurant
3197,Junction ,47.6038321,-122.3300624,Tenoch Mexican Grill,4a0089e0f964a5208f701fe3,47.600537555732366,-122.32754783193477,Mexican Restaurant
3198,Junction ,47.6038321,-122.3300624,Stockbox First Hill Grocery,521e4baf11d24d44ecc5c8a1,47.60562938265011,-122.32446435869734,Food & Drink Shop
3199,Junction ,47.6038321,-122.3300624,The UPS Store,501997b2011cecae1f8bd2b6,47.60588685156057,-122.33038644907373,Shipping Store
3200,Junction ,47.6038321,-122.3300624,DeliNoMore,4f075b8de4b071c5745fa832,47.60784396348422,-122.33282065579658,Deli / Bodega
3201,Junction ,47.6038321,-122.3300624,Al Boccalino,49e40b74f964a520f7621fe3,47.601737138329995,-122.33587321130415,Italian Restaurant
3202,Junction ,47.6038321,-122.3300624,Coffee Tree & Poke,57a257de498ece0bb183d2a3,47.605903,-122.325329,Poke Place
3203,Junction ,47.6038321,-122.3300624,Comedy Underground,40b13b00f964a52054f61ee3,47.600761750824084,-122.33383910920895,Comedy Club
3204,Junction ,47.6038321,-122.3300624,Diva Espresso,4ccb7991b571b60cec55cc65,47.605119589803195,-122.32417597017948,Coffee Shop
3205,Junction ,47.6038321,-122.3300624,Coffee Tree,4fa7fc2ae4b039aeed33d99e,47.60738843604867,-122.32800294217752,Coffee Shop
3206,Junction ,47.6038321,-122.3300624,Grand Central Bakery,4a70b83ef964a52043d81fe3,47.6003390934002,-122.33335862800976,Bakery
3207,Junction ,47.6038321,-122.3300624,Che Sara Sara,55305d16498e7dc642cc592b,47.600204,-122.33380700000001,Italian Restaurant
3208,Junction ,47.6038321,-122.3300624,The Fig And The Judge,5a9825bb9746173022932f22,47.606697,-122.330795,Restaurant
3209,Junction ,47.6038321,-122.3300624,The Grilled Cheese Experience,50202aaae4b091a446dcee3b,47.600957644112874,-122.33420997197598,Food Truck
3210,Junction ,47.6038321,-122.3300624,SUBWAY,5047696fe4b0497c33ffaf29,47.605629402998936,-122.32407394279488,Sandwich Place
3211,Seaview ,47.6712824,-122.4052826,Ray's Boathouse,45d797dcf964a520e2421fe3,47.67339213054635,-122.4076889481522,Seafood Restaurant
3212,Seaview ,47.6712824,-122.4052826,Ray's Cafe,4bedf0a4a40fc92815ca820c,47.67335404507489,-122.40769286642285,Seafood Restaurant
